,isocode,country_x,ln_maddison_pcgdp2000,ln_export_area,ln_export_pop,colony0,colony1,colony2,colony3,colony4,colony5,colony6,colony7,abs_latitude,longitude,rain_min,humid_max,low_temp,ln_coastline_area,island_dum,islam,legor_fr,legor_uk,region_n,region_s,region_w,region_e,region_c,ln_avg_gold_pop,ln_avg_oil_pop,ln_avg_all_diamonds_pop,ln_pop_dens_1400,atlantic_distance_minimum,indian_distance_minimum,saharan_distance_minimum,red_sea_distance_minimum,ethnic_fractionalization,state_dev,land_area,LN_GDPPC$_2021,Country Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,LNYR1960,LNYR1961,LNYR1962,LNYR1963,LNYR1964,LNYR1965,LNYR1966,LNYR1967,LNYR1968,LNYR1969,LNYR1970,LNYR1971,LNYR1972,LNYR1973,LNYR1974,LNYR1975,LNYR1976,LNYR1977,LNYR1978,LNYR1979,LNYR1980,LNYR1981,LNYR1982,LNYR1983,LNYR1984,LNYR1985,LNYR1986,LNYR1987,LNYR1988,LNYR1989,LNYR1990,LNYR1991,LNYR1992,LNYR1993,LNYR1994,LNYR1995,LNYR1996,LNYR1997,LNYR1998,LNYR1999,LNYR2000,LNYR2001,LNYR2002,LNYR2003,LNYR2004,LNYR2005,LNYR2006,LNYR2007,LNYR2008,LNYR2009,LNYR2010,LNYR2011,LNYR2012,LNYR2013,LNYR2014,LNYR2015,LNYR2016,LNYR2017,LNYR2018,LNYR2019,LNYR2020,LNYR2021,LNYR2022
38,SLE,Sierra Leone,5.9375362,6.8781257,11.4790535,0,1,0,0,0,0,0,0,8,-11.79189,3,82,19,1.7239614,0,39,0,1,0,0,1,0,0,-3.5533953,-9.2103405,-1.5361413,1.6181005,3.705474,10.18761,3.4735081,5.4096355,0.8191,0.008,0.0717,504.6212876,Sierra Leone,139.9861255,140.0983093,143.8879928,143.6903899,150.4485776,142.635576,146.1746468,133.1459167,123.4828848,150.043448,156.406377,148.1065857,161.174968,195.5833427,216.3969074,222.3072996,191.0813784,218.1705668,296.9751336,336.1613571,326.7954586,324.3792924,369.0291438,277.5631683,296.610062,228.5395414,127.5545261,167.2059003,260.1153897,224.3178284,150.1932538,178.1790984,158.0814981,178.9729971,211.338564,201.3711228,216.6234189,193.0108126,151.0965629,149.5783419,138.7139416,221.2950856,240.5075193,255.9726186,258.4731688,286.2859063,320.5144108,358.0773155,402.5534055,386.4338685,400.5407437,443.4518422,558.1797233,706.4526815,702.3385877,581.2934118,515.4478396,484.4561288,519.6499639,506.6069138,493.4322406,504.6212876,475.7957278,4.941543314,4.942344385,4.969035169,4.967660915,5.013621349,4.960292958,4.984802118,4.891445645,4.816102562,5.010924905,5.052457601,4.997932188,5.082490533,5.275986594,5.377114256,5.404060657,5.252699402,5.385277173,5.69364841,5.817591274,5.789334466,5.781913487,5.910875621,5.626048541,5.692418354,5.431709243,4.848543929,5.119225989,5.561125339,5.413063923,5.011922824,5.182789215,5.063110711,5.18723494,5.353461416,5.305149588,5.378160449,5.262746211,5.017919122,5.007820282,4.932413838,5.39949704,5.482751354,5.54507048,5.554791893,5.656990984,5.769927239,5.880748928,5.997827773,5.95696075,5.992815493,6.09458921,6.324680995,6.560256224,6.554415606,6.365255641,6.245036114,6.183026878,6.253155439,6.227735385,6.201385546,6.223808222,6.164988619
39,SOM,Somalia,6.7604146,3.9237642,10.373267,0,1,0,0,0,0,0,0,5,45.93132,0,80,15,1.5579796,0,100,0,1,0,0,0,1,0,-13.815511,-9.2103405,-6.9077554,0.060628325,12.057795,2.358296,3.0903037,0.6954757,0.8117,0.034,0.638,576.5236782,Somalia,62.86199366,65.06514134,67.33164933,69.67572246,72.09782436,74.58881753,76.74466503,78.96506647,81.16811855,84.50596688,86.69766278,86.71319056,106.4108048,126.0532258,113.3294938,168.1177012,186.2752597,112.0463676,118.254747,109.1588589,102.4388511,117.7960523,130.1150776,119.479009,123.7721366,132.175026,134.6613689,141.0718301,145.0034131,155.271396,131.023239,1169.520639,1160.829446,1092.070659,1024.345851,1111.852233,1164.223942,1183.414597,1136.180613,1161.908629,1166.812505,1117.76736,1108.815192,1321.47856,1590.417001,1864.66993,2076.415072,2336.345302,2696.554742,2340.60682,2621.397099,2883.952674,3037.189665,454.0772642,491.1898041,507.4829155,517.0975815,555.1851236,537.1592902,589.4658919,556.578066,576.5236782,592.103122,4.140941747,4.175388943,4.209630398,4.243851942,4.278023869,4.311990597,4.340483873,4.369005558,4.396522541,4.436822146,4.462426926,4.462606012,4.667307121,4.836704245,4.73029945,5.124664336,5.227225471,4.718912782,4.77284117,4.692804242,4.629266046,4.768954759,4.868419271,4.783140699,4.818442267,4.884126999,4.902763249,4.949269194,4.976757281,5.045174528,4.875374704,7.064349234,7.056890068,6.99583086,6.931809494,7.013782582,7.05981,7.076159265,7.035427577,7.057819302,7.062030955,7.019088546,7.01104733,7.18650651,7.371751526,7.530839335,7.638398163,7.756343151,7.899730216,7.7581655,7.871462699,7.966917088,8.018687915,6.118267369,6.196830619,6.229463046,6.248231602,6.319301614,6.28629468,6.379216859,6.321807441,6.357016411,6.383680812
40,STP,Sao Tome & Principe,7.111512,-2.3025851,3.912023,0,0,0,1,0,0,0,0,0.2,6.68778,0,79,13,5.3831563,1,0,1,0,0,0,0,0,1,-13.815511,-9.2103405,-6.9077554,-2.3025851,5.1966968,8.474005,3.6702,3.9321845,,,0.00096,2350.452701,Sao Tome and Principe,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,722.4501691,692.2343533,752.3102886,830.7551992,867.0824421,876.4772447,1144.684809,1169.520639,1160.829446,1092.070659,1024.345851,1111.852233,1164.223942,1183.414597,1136.180613,1161.908629,1166.812505,519.295583,568.4096734,663.9206639,726.5977407,843.9551113,861.5182023,878.1354699,1080.556568,1126.538585,1043.281427,1217.212064,1207.700702,1378.230193,1484.170105,1292.733055,1428.257908,1547.82271,1815.605495,1924.40815,2155.265868,2350.452701,2386.696176,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,6.582648448,6.539924559,6.623148857,6.722335166,6.765134061,6.775910742,7.042884602,7.064349234,7.056890068,6.99583086,6.931809494,7.013782582,7.05981,7.076159265,7.035427577,7.057819302,7.062030955,6.252473245,6.342842415,6.49816266,6.58837301,6.738099308,6.758696184,6.777800875,6.985231528,7.026905011,6.950126243,7.104318329,7.096473585,7.228555486,7.302611043,7.164513903,7.264210734,7.344604519,7.504174297,7.562373745,7.675669368,7.762363227,7.777665335
41,SWZ,Swaziland,7.865572,-2.3025851,3.912023,0,1,0,0,0,0,0,0,26,31.49749,20,81,-5,-4.6051702,0,0,0,1,0,1,0,0,0,-13.815511,-9.2103405,-4.457984,-0.61765355,8.290959,2.622083,6.294675,4.422592,0.0582,1,0.0174,4068.573816,Swaziland,101.6528653,121.896821,127.1996057,146.4830401,171.665079,180.9860807,192.6986325,182.5025269,189.8313357,244.3863397,253.214761,299.9740186,313.8667654,461.6806768,534.3876176,565.8095882,518.6914783,560.6571595,608.0117757,711.6206844,905.4618263,926.2667351,847.3124436,847.1882682,730.0770983,512.6415424,615.1343127,769.9353635,871.0937029,843.779714,1305.24553,1299.449393,1388.681941,1423.449712,1488.140079,1781.708861,1646.223536,1732.769916,1568.816899,1519.966708,1686.657532,1481.163082,1362.970568,2075.561667,2599.15215,2964.972487,3053.932571,3200.512571,3022.456177,3270.137761,4035.534481,4360.959967,4396.57912,4111.128382,3928.522755,3583.31129,3339.990401,3824.046783,4021.445556,3818.540484,3372.90461,4068.573816,3986.886637,4.621563728,4.803174957,4.845757551,4.986909655,5.145545363,5.198420126,5.261127479,5.206764019,5.246135971,5.498750333,5.534237986,5.703695866,5.748968582,6.134873476,6.281121451,6.338257605,6.251309252,6.329109595,6.41019425,6.567545023,6.808445119,6.831162244,6.742069509,6.741922946,6.593150143,6.239576853,6.421840639,6.646306568,6.769749552,6.737891458,7.174146448,7.16969591,7.236110332,7.260838579,7.30528235,7.485328217,7.406239178,7.457476515,7.358077047,7.326443711,7.430504058,7.300582924,7.217421838,7.637987079,7.862940575,7.994623032,8.024185407,8.071066254,8.013825083,8.092587392,8.302894033,8.380447488,8.388582045,8.321452815,8.276018745,8.184042593,8.113723212,8.249064508,8.299396708,8.247623556,8.123529554,8.311047803,8.290765914
42,SYC,Seychelles,8.75684,-2.3025851,3.912023,0,0,1,0,0,0,0,0,4,55.37541,69,78,19,6.983902,1,0,1,0,0,0,0,1,0,-13.815511,-9.2103405,-6.9077554,-2.3025851,11.457413,1.7421923,4.635344,2.2528563,0.2025,,0.000455,12963.05898,Seychelles,288.0581445,270.2796466,287.0447735,308.1952484,332.3049859,328.4848839,337.646229,333.2337988,314.3510707,314.1798586,343.8811885,401.6080221,546.9510953,648.5319637,744.5068983,806.2326443,814.4747745,1044.353113,1376.546513,2030.135903,2478.364704,2557.206656,2440.684174,2426.334607,2487.644993,2754.14571,3368.474096,3871.778521,4392.198649,4689.134507,5642.072897,5654.639757,6520.489505,6978.680754,6974.867706,7180.668327,7004.336039,7746.698513,8209.514443,8243.236101,8063.655006,8153.298637,8864.169195,9070.284608,10827.67164,11802.11183,12782.99389,12669.30267,11265.43763,9748.955842,10938.15276,12113.88172,12342.51028,14729.62662,15188.17468,14894.48578,15409.80463,15961.24363,16411.92112,16851.11976,12020.02106,12963.05898,13250.45583,5.66316235,5.599457151,5.659638209,5.730733506,5.806053179,5.794490821,5.821998688,5.808844342,5.750510421,5.74996562,5.840296215,5.995476544,6.304359393,6.474711291,6.612722118,6.692372341,6.702543457,6.951152942,7.227333115,7.615858017,7.815354228,7.846670792,7.800033678,7.794137005,7.819091756,7.920862586,8.12221513,8.261469247,8.387585212,8.453003304,8.638006812,8.640231683,8.78270473,8.850615174,8.85006864,8.879147739,8.85428467,8.955022033,9.013049059,9.017148277,8.995122207,9.006177865,9.089772497,9.112758922,9.289860325,9.376033763,9.455870964,9.446937234,9.329494701,9.184915465,9.30001221,9.402107324,9.420804703,9.597616161,9.628272422,9.608746342,9.64275925,9.67791879,9.705763247,9.732172388,9.39432896,9.469858974,9.491787233
43,TCD,Chad,6.0497336,6.023867,12.872622,0,0,1,0,0,0,0,0,12,18.66029,0,72,8,-4.6051702,0,43,1,0,0,0,0,0,1,-13.815511,-9.2103405,-6.9077554,-0.4927752,5.581032,8.875547,1.8793639,2.0264912,0.862,0.384,1.28,685.690315,Chad,103.5374816,108.1646492,113.5985459,115.8045869,119.8280812,124.9652473,127.3426622,129.9451139,128.7240439,131.1865594,127.9564554,134.0981084,153.0770055,165.4012768,163.1104041,211.6990249,208.0313121,220.6792993,258.2416939,228.1012324,234.3349607,198.8870058,180.4890555,171.308123,186.7885936,207.9619512,208.6351825,219.4792181,270.3970496,252.8271273,298.3670792,310.659553,298.5673114,226.9211579,178.9531808,209.8925997,223.2333882,207.3165614,226.328772,192.269472,168.1176582,200.3610081,225.947311,298.2498817,460.0670183,664.597656,716.6677684,806.7103188,936.4941371,808.1615235,896.8767046,988.19416,969.6161428,980.0835444,1017.787762,774.4116031,691.9800774,662.897473,720.2651014,701.621201,643.7722157,685.690315,716.8043811,4.639933688,4.683654596,4.732670706,4.751904175,4.786058059,4.828035677,4.846881581,4.867112161,4.857670918,4.876620428,4.851690014,4.898571684,5.030941099,5.108374502,5.094427297,5.355165572,5.337688607,5.396710513,5.553895944,5.429789532,5.456751548,5.292736853,5.195670142,5.143463824,5.229977462,5.337355136,5.340587188,5.39125755,5.599891433,5.532705964,5.698324538,5.738697628,5.698995406,5.424602635,5.187124212,5.34659597,5.408217808,5.334246907,5.421988686,5.258897888,5.124664081,5.30012078,5.420301835,5.697931664,6.131372171,6.499181829,6.57461237,6.692964643,6.842143261,6.694761944,6.7989184,6.895879197,6.876900264,6.887637817,6.92538669,6.652103519,6.539557165,6.496620337,6.579619341,6.553393659,6.467344961,6.53042609,6.574802974
44,TGO,Togo,6.35437,8.536835,13.28513,0,0,1,0,0,0,0,0,6,0.97634,15,77,15,-0.014184646,0,12,1,0,0,0,1,0,0,-13.815511,-9.2103405,-6.9077554,1.4707341,4.92623,9.258235,3.0091057,4.0849056,0.7099,0.622,0.0568,976.6661831,Togo,73.35018359,75.29030984,77.4749775,82.48751115,93.70371538,102.8898714,114.8159647,118.3888727,118.6781785,126.2599579,115.5813949,126.3832831,144.0241236,170.0106266,228.7188556,245.9730134,241.0328597,295.5323416,306.0310343,322.9620468,400.4105043,328.9103111,271.7693746,244.9107485,222.1827979,228.4903215,308.4610621,352.3624853,377.4127802,359.4774091,420.1367014,401.5572624,412.2914788,302.4468805,240.0971144,305.9615898,329.6191565,326.3875126,335.7119949,323.8890254,297.8995067,288.107878,323.1441359,390.3036097,406.0923589,399.4474777,400.3214877,621.7345761,735.8554211,737.9537031,722.2294,803.4823966,781.5543405,847.3875004,877.192473,770.1433793,792.4405509,813.3950065,873.5548872,848.3045346,886.6995115,976.6661831,942.6499016,4.295245008,4.321351439,4.349955013,4.412646902,4.54013784,4.633659207,4.74333054,4.773974737,4.776415447,4.83834294,4.749975,4.839319219,4.969980811,5.135860945,5.432493545,5.505221828,5.484933271,5.688778278,5.723686516,5.777534814,5.992490282,5.795785103,5.604953819,5.500893852,5.403500457,5.431493853,5.731595619,5.864660434,5.933339496,5.884651335,6.040580138,5.995350144,6.021730572,5.71190566,5.481043485,5.723459571,5.797937917,5.788085364,5.816253634,5.780400943,5.696756204,5.663334986,5.778098465,5.966924923,6.006580619,5.990082286,5.992267944,6.432513275,6.601033661,6.60388109,6.582342817,6.688955277,6.661284681,6.742158088,6.776726436,6.646576704,6.675117488,6.701216854,6.772570964,6.743239692,6.787506155,6.884144918,6.848694953
45,TUN,Tunisia,8.420241,-2.3025851,3.912023,0,0,1,0,0,0,0,0,36,9.56295,3,64,-1,1.9476508,0,99,1,0,1,0,0,0,0,-13.815511,-0.37812528,-6.9077554,1.629374,7.479859,15.832936,0.3097339,3.20461,0.0394,0.98,0.164,3807.184109,Tunisia,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,222.3434862,228.8324441,232.9223694,253.848674,262.4338245,285.1442237,325.1928338,420.5815606,499.8148464,631.711259,750.3744253,760.2349853,838.5881706,954.209177,1120.425484,1329.268317,1249.760203,1176.229005,1177.586349,1133.996862,1124.949513,1174.882135,1231.438153,1251.271661,1223.518318,1456.224489,1516.294272,1760.481413,1627.275715,1709.825355,1940.034293,2076.990399,2170.571586,2253.028846,2343.997255,2170.508671,2207.659921,2292.483705,2693.196614,3029.848769,3106.57663,3279.10282,3678.062479,4200.172644,4029.461206,4241.01191,4361.949122,4233.916254,4308.338305,4398.638695,3960.924849,3796.1096,3569.718839,3577.175342,3477.836181,3497.719027,3807.184109,3747.419391,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.404223421,5.432990051,5.45070522,5.536738318,5.569998953,5.6529951,5.784418341,6.041638422,6.214237723,6.448432421,6.620572316,6.633627577,6.731719729,6.860882911,7.021463789,7.192383932,7.130706974,7.070068842,7.071222156,7.033503717,7.025493436,7.068923111,7.115937995,7.131915642,7.109485855,7.283602399,7.324024658,7.473342581,7.394662555,7.444146513,7.570460929,7.638675201,7.682745816,7.720030744,7.75961298,7.68271683,7.699688374,7.737391096,7.898484099,8.016267986,8.041276637,8.095325133,8.210141392,8.342880909,8.30138795,8.352557178,8.380674283,8.350882672,8.368307565,8.389050385,8.284232825,8.241732032,8.180242115,8.182328757,8.154165592,8.159866328,8.244645116,8.22882272
46,TZA,Tanzania,6.261492,6.3385105,12.101938,0,1,0,0,0,0,0,0,4,34.81658,0,56,8,0.40722722,0,33,0,1,0,0,0,1,0,-3.1614444,-9.2103405,-4.1869283,0.4596342,10.594967,2.5582147,4.05628,2.1867201,0.7353,0.669,0.945,1146.031982,Tanzania,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,722.4501691,692.2343533,752.3102886,830.7551992,211.1229553,178.1115265,167.1445465,189.5909576,171.6147003,153.8509979,156.7896118,176.9260254,214.6417694,248.7471619,387.0186462,390.4184875,399.4627686,394.353241,400.2145081,419.5645142,447.5897522,480.1800537,472.6133423,539.5395508,671.2444458,688.7103882,730.7823486,768.9334106,854.5404663,954.6588135,1013.428772,929.7998047,942.8890381,975.9046631,1011.600159,1050.931763,1104.164429,1146.031982,1192.766479,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,6.582648448,6.539924559,6.623148857,6.722335166,5.35244069,5.182409907,5.118858986,5.244868897,5.145251849,5.035984588,5.054904854,5.17573171,5.36897045,5.516436967,5.958472873,5.967219209,5.990120566,5.977247058,5.992000674,6.039217302,6.103877081,6.174161145,6.158277596,6.290716092,6.509133371,6.534820846,6.594115671,6.645004374,6.750563858,6.861354013,6.921094684,6.834969299,6.848948607,6.8833649,6.919288672,6.957432443,7.006844155,7.044060804,7.08403066
47,UGA,Uganda,6.669498,2.9598422,7.543646,0,1,0,0,0,0,0,0,0.2,32.38633,46,72,12,-4.6051702,0,7,0,1,0,0,0,1,0,-2.8766232,-9.2103405,-6.9077554,1.7236668,10.995691,2.6991541,3.2035518,1.649949,0.9302,0.634,0.236,883.4657281,Uganda,55.52933712,56.32805877,55.64780642,62.1040779,68.77681893,100.1808472,101.6372996,102.9698895,106.9863518,116.7794526,122.0828659,133.4915727,136.9676681,152.6838932,183.6560042,201.139187,203.1759136,237.4008025,190.5417304,164.3948193,93.69222855,98.59507365,156.8798157,157.4491559,247.3430926,234.0391872,253.3281425,392.4776053,394.7361363,309.8609669,244.7540723,182.7944663,151.9765413,165.4650359,198.2820513,278.3166132,284.4568035,286.5727449,292.1694813,257.6785777,257.8296057,235.8529749,241.8689302,250.6905884,292.4726656,330.6028544,346.7684623,401.7091876,473.3028334,799.9296321,824.7376711,837.0958842,796.7111394,819.7578673,897.5097286,864.1800593,753.6844055,766.177604,793.1280822,823.0247329,846.8811992,883.4657281,964.3958695,4.016911478,4.031192791,4.01904266,4.128811653,4.230866754,4.606977025,4.62141059,4.634436611,4.672701273,4.760287135,4.804700043,4.89403835,4.919744899,5.028369727,5.213064465,5.303997141,5.314072173,5.469749863,5.249871228,5.102270969,4.540015246,4.591021297,5.055480007,5.059102586,5.510776412,5.455488568,5.534685654,5.972479479,5.978217532,5.736123703,5.50025392,5.208362387,5.023726175,5.108759909,5.289690519,5.628759362,5.650581409,5.657992413,5.677334049,5.551712985,5.552298924,5.463208623,5.488395969,5.524219463,5.678371211,5.800917819,5.848657302,5.995728413,6.159735423,6.684523764,6.715065361,6.729938621,6.680492178,6.709009013,6.79962396,6.761781149,6.62497372,6.641414002,6.675984725,6.712986252,6.741560424,6.7838525,6.871501863
48,ZAF,South Africa,8.32821,0.5095113,7.0112686,0,1,0,0,0,0,0,0,30,25.14831,8,67,-2,0.85893947,0,1,0,1,0,1,0,0,0,3.0843036,-5.725029,-1.2016081,-0.9186776,6.765942,3.4572046,6.583775,4.89507,0.7517,,1.22,7073.612754,South Africa,529.5619227,543.0422237,560.6993945,601.5999509,642.6884307,681.1311113,718.1181791,775.152812,813.5084967,887.2467023,948.5917938,1016.483365,1034.49214,1364.206061,1650.4829,1664.480006,1554.002798,1666.495636,1846.852201,2196.697471,3034.660366,3080.833019,2769.096212,3019.098684,2590.01548,1909.739722,2103.191712,2672.689538,2780.586207,2794.396212,3160.878161,3304.828377,3519.001296,3461.333911,3547.951748,3904.324238,3654.927598,3731.431561,3336.439647,3267.939169,3241.661396,2867.472497,2708.423333,4095.6837,5268.278576,5893.187076,6139.581618,6662.062785,6251.877427,6444.18684,8059.562798,8737.041269,8173.869138,7441.230854,6965.137897,6204.929901,5735.066787,6734.475153,7067.724165,6702.526617,5753.066494,7073.612754,6766.481254,6.272050104,6.297187077,6.329184923,6.399592691,6.465660051,6.523754815,6.57663415,6.653060187,6.701356371,6.788123075,6.854978563,6.924104268,6.941665899,7.218327898,7.408823191,7.417268045,7.348589331,7.418478279,7.521237956,7.694710362,8.017854791,8.0329553,7.926276269,8.012713617,7.859419132,7.554722241,7.651211333,7.890840562,7.93041705,7.935371338,8.058605167,8.103139823,8.165932506,8.149409317,8.174125744,8.269839997,8.203831563,8.224547236,8.112659543,8.091914842,8.083841254,7.961186258,7.904121949,8.317688942,8.569458942,8.68155223,8.722511878,8.804184443,8.740637086,8.770933738,8.994614591,9.075326884,9.008697654,8.914791552,8.848672685,8.7330994,8.654354675,8.814995158,8.863293807,8.810239841,8.657488295,8.864126626,8.819736475
49,ZAR,Democratic Republic of Congo,5.3844953,5.787438,11.768935,0,0,0,0,1,0,0,0,7,23.65134,3,73,14,-4.1512527,0,1,1,0,0,0,0,0,1,-2.2952423,-3.4415028,-0.68398005,0.4253423,5.7124968,7.643048,3.7477417,2.686999,0.8747,0.649,2.35,576.9747294,Democratic Republic of Congo,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,316.6358841,194.1344262,253.5208804,219.3351243,272.8094683,253.3187636,259.237092,1169.520639,230.8757768,272.0507931,140.2119333,130.3757303,130.8165421,135.8888891,135.4773904,99.75725083,392.6263338,148.4471235,168.9448053,167.9815754,187.856781,211.5726297,247.5419356,277.6120796,317.8892101,290.1556751,324.8277261,376.3749811,412.7762605,444.8643576,472.2662357,482.0645686,456.0279506,451.0890885,546.2125932,575.8827814,524.6666862,576.9747294,653.6562231,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,5.757752483,5.268550838,5.535446188,5.390600808,5.608773633,5.534648631,5.557743056,7.064349234,5.441879803,5.605988788,4.943155087,4.870420515,4.8737959,4.91183756,4.908804766,4.602739743,5.972858355,5.000228824,5.129572066,5.123854303,5.235679869,5.354568342,5.511580004,5.626224742,5.761702926,5.67041759,5.783294968,5.930585937,6.022905704,6.097769421,6.157542885,6.178078065,6.122554103,6.111664855,6.303008265,6.355904135,6.262763178,6.357798469,6.482581561
50,ZMB,Zambia,6.50129,3.6143613,10.893004,0,1,0,0,0,0,0,0,20,27.81663,0,71,4,-4.6051702,0,0.3,0,1,0,1,0,0,0,-3.2350078,-9.2103405,-6.9077554,-1.0485862,9.027167,2.3889136,4.8485255,3.2533774,0.7808,0.743,0.753,1134.713454,Zambia,228.5673985,216.2746736,208.5626846,209.4533617,236.9417131,296.0224271,334.6725277,350.6534252,398.5575062,472.6402927,426.3021877,383.4161493,414.1076063,523.4439976,608.2774377,495.5227121,539.9553368,480.4681986,521.1793087,604.1015462,678.7749004,679.3081481,635.3950077,527.8988234,419.2002546,336.830125,241.5494809,319.2818804,511.2041795,533.2316867,427.4064535,428.5014948,394.0783977,395.7850555,431.5214724,438.3837208,404.0904611,471.1721205,377.4626156,353.8302338,364.0261454,401.7323159,399.0990779,452.286582,556.0500516,720.4465047,1065.596417,1133.436158,1393.519491,1150.941746,1469.36145,1644.456831,1729.647471,1840.320553,1724.57622,1307.909649,1249.923143,1495.752138,1475.199883,1268.120941,956.831729,1134.713454,1456.90157,5.431831127,5.376549237,5.340239642,5.344501097,5.467814175,5.690435219,5.813152524,5.859798343,5.987851794,6.158334619,6.055148456,5.949120951,6.026125859,6.260430048,6.41063109,6.205613189,6.291486427,6.174761042,6.256094145,6.403742307,6.520289556,6.521074851,6.454246865,6.268904643,6.03834874,5.819578723,5.487074342,5.76607435,6.236769079,6.278956014,6.057735442,6.060294226,5.976549868,5.980871275,6.067317272,6.083094602,6.001638767,6.155223464,5.933471532,5.868817233,5.897225693,5.995785986,5.989209702,6.11431601,6.320858311,6.579871165,6.971289937,7.033009145,7.239587834,7.048335796,7.292583198,7.405165415,7.455672893,7.517695049,7.45273663,7.176185454,7.130837343,7.310384462,7.296548773,7.14529151,6.863627544,7.034135435,7.284067247
51,ZWE,Zimbabwe,7.1546154,1.0235521,7.925018,0,1,0,0,0,0,0,0,19,29.87154,0,57,0,-4.6051702,0,0,0,1,0,1,0,0,0,0.6928481,-9.2103405,-5.543311,-0.28108886,9.027167,2.3889136,5.453967,3.695537,0.3874,0.965,0.391,1773.920411,Zimbabwe,276.6433633,279.3326561,275.9661394,277.5325155,282.3768564,294.8936049,279.3377791,295.0564493,302.8028709,346.5389203,362.1441468,406.2175033,483.9699742,579.2964182,674.53903,716.949515,686.7217301,676.3292022,664.432526,777.8830088,947.3671355,1067.25452,1094.29259,957.7752322,756.3344913,648.6680364,692.1399583,726.6207297,816.6994731,841.5632256,868.4901749,832.6879695,634.4473585,608.0466105,634.5826172,646.8295598,765.1651241,750.6839091,554.3614836,585.3317992,565.2843897,569.0032086,529.1868828,474.3022011,477.399491,470.7837614,441.4987969,425.0368417,351.8391005,762.2979603,937.84034,1082.615773,1290.193957,1408.36781,1407.034291,1410.329173,1421.787791,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411,1676.821489,5.62272918,5.632403387,5.620278175,5.625938099,5.643242549,5.68661463,5.632421727,5.687166692,5.713082003,5.847995136,5.892042328,6.006888739,6.182022868,6.361814295,6.514029539,6.575005427,6.531929159,6.516679943,6.498933332,6.656576139,6.853686701,6.972844761,6.997863397,6.864613129,6.628483727,6.474921086,6.539788187,6.588404649,6.705271185,6.735261145,6.766756273,6.724658986,6.452754318,6.410251541,6.452967487,6.472082828,6.640091659,6.62098467,6.317816971,6.372178865,6.337328949,6.343886073,6.271341645,6.161844674,6.168353648,6.154398883,6.090175295,6.052175852,5.86317397,6.636337503,6.843579721,6.987135404,7.16254784,7.250186731,7.249239429,7.251578412,7.259670366,7.083477619,7.727172495,7.259727198,7.224532459,7.480947298,7.42465531
